Calls,Last Sale,Net,Bid,Ask,Vol,Open Int,Type,Stock,Strike ,Date,Maturity,Days,Diff,Market,Moneyness,WeightMax,WeightScaled
17 May 19.00 (SDS1705Q19),0,0,3.45,7.45,0,0,Put,13.47,19,4/7/2017,05/05/2017,28,0.076712329,5.45,1.410541945,0.470141524,-0.86847315
17 May 19.50 (SDS1705Q19.5),0,0,5,6.95,0,0,Put,13.47,19.5,4/7/2017,05/05/2017,28,0.076712329,5.975,1.44766147,0.455469775,-0.9922049
17 May 20.00 (SDS1705Q20),0,0,4.45,7.75,0,0,Put,13.47,20,4/7/2017,05/05/2017,28,0.076712329,6.1,1.484780995,0.440798026,-1.115936649
17 May 20.50 (SDS1705Q20.5),0,0,5,7.45,0,0,Put,13.47,20.5,4/7/2017,05/05/2017,28,0.076712329,6.225,1.52190052,0.426126277,-1.239668399
17 May 21.00 (SDS1705Q21),0,0,6.2,9.55,0,0,Put,13.47,21,4/7/2017,05/05/2017,28,0.076712329,7.875,1.559020045,0.411454528,-1.363400148
17 May 21.50 (SDS1705Q21.5),0,0,5.95,10.05,0,0,Put,13.47,21.5,4/7/2017,05/05/2017,28,0.076712329,8,1.596139569,0.396782779,-1.487131898
17 May 22.00 (SDS1705Q22),0,0,6.55,10.45,0,0,Put,13.47,22,4/7/2017,05/05/2017,28,0.076712329,8.5,1.633259094,0.38211103,-1.610863648
17 May 22.50 (SDS1705Q22.5),0,0,7,10.95,0,0,Put,13.47,22.5,4/7/2017,05/05/2017,28,0.076712329,8.975,1.670378619,0.367439281,-1.734595397
17 May 23.00 (SDS1705Q23),0,0,7.5,11.5,0,0,Put,13.47,23,4/7/2017,05/05/2017,28,0.076712329,9.5,1.707498144,0.352767532,-1.858327147
17 May 23.50 (SDS1705Q23.5),0,0,7.9,12.05,0,0,Put,13.47,23.5,4/7/2017,05/05/2017,28,0.076712329,9.975,1.744617669,0.338095783,-1.982058896
17 May 24.00 (SDS1705Q24),0,0,8.4,12.85,0,0,Put,13.47,24,4/7/2017,05/05/2017,28,0.076712329,10.625,1.781737194,0.323424034,-2.105790646
17 May 24.50 (SDS1705Q24.5),0,0,9.4,13,0,0,Put,13.47,24.5,4/7/2017,05/05/2017,28,0.076712329,11.2,1.818856719,0.308752285,-2.229522395
17 May 14.50 (SDS1712Q14.5),0,0,0.87,1.35,0,0,Put,13.47,14.5,4/7/2017,05/12/2017,35,0.095890411,1.11,1.076466221,0.602187264,0.245112596
17 May 15.00 (SDS1712Q15),1.5,0,1.33,1.79,0,6,Put,13.47,15,4/7/2017,05/12/2017,35,0.095890411,1.56,1.113585746,0.587515515,0.121380846
17 May 15.50 (SDS1712Q15.5),0,0,0.98,3.4,0,0,Put,13.47,15.5,4/7/2017,05/12/2017,35,0.095890411,2.19,1.150705271,0.572843766,-0.002350903
17 May 16.00 (SDS1712Q16),0,0,2.12,2.89,0,0,Put,13.47,16,4/7/2017,05/12/2017,35,0.095890411,2.505,1.187824796,0.558172017,-0.126082653
17 May 16.50 (SDS1712Q16.5),0,0,2.15,4.9,0,0,Put,13.47,16.5,4/7/2017,05/12/2017,35,0.095890411,3.525,1.224944321,0.543500268,-0.249814402
17 May 17.00 (SDS1712Q17),0,0,2.62,5.15,0,0,Put,13.47,17,4/7/2017,05/12/2017,35,0.095890411,3.885,1.262063846,0.52882852,-0.373546152
17 May 17.50 (SDS1712Q17.5),0,0,3.35,5.65,0,0,Put,13.47,17.5,4/7/2017,05/12/2017,35,0.095890411,4.5,1.29918337,0.514156771,-0.497277902
17 May 18.00 (SDS1712Q18),0,0,2.97,6.15,0,0,Put,13.47,18,4/7/2017,05/12/2017,35,0.095890411,4.56,1.336302895,0.499485022,-0.621009651
17 May 18.50 (SDS1712Q18.5),0,0,3.6,7.05,0,0,Put,13.47,18.5,4/7/2017,05/12/2017,35,0.095890411,5.325,1.37342242,0.484813273,-0.744741401
17 May 19.00 (SDS1712Q19),0,0,3.45,7.2,0,0,Put,13.47,19,4/7/2017,05/12/2017,35,0.095890411,5.325,1.410541945,0.470141524,-0.86847315
17 May 19.50 (SDS1712Q19.5),0,0,5.45,6.45,0,0,Put,13.47,19.5,4/7/2017,05/12/2017,35,0.095890411,5.95,1.44766147,0.455469775,-0.9922049
17 May 20.00 (SDS1712Q20),0,0,4.5,8.15,0,0,Put,13.47,20,4/7/2017,05/12/2017,35,0.095890411,6.325,1.484780995,0.440798026,-1.115936649
17 May 20.50 (SDS1712Q20.5),0,0,4.95,8.2,0,0,Put,13.47,20.5,4/7/2017,05/12/2017,35,0.095890411,6.575,1.52190052,0.426126277,-1.239668399
17 May 21.00 (SDS1712Q21),0,0,5.45,8.45,0,0,Put,13.47,21,4/7/2017,05/12/2017,35,0.095890411,6.95,1.559020045,0.411454528,-1.363400148
17 May 21.50 (SDS1712Q21.5),0,0,6,10,0,0,Put,13.47,21.5,4/7/2017,05/12/2017,35,0.095890411,8,1.596139569,0.396782779,-1.487131898
17 May 22.00 (SDS1712Q22),0,0,6.45,10.55,0,0,Put,13.47,22,4/7/2017,05/12/2017,35,0.095890411,8.5,1.633259094,0.38211103,-1.610863648
17 May 22.50 (SDS1712Q22.5),0,0,7.05,10.95,0,0,Put,13.47,22.5,4/7/2017,05/12/2017,35,0.095890411,9,1.670378619,0.367439281,-1.734595397
17 May 23.00 (SDS1712Q23),0,0,7.55,11.65,0,0,Put,13.47,23,4/7/2017,05/12/2017,35,0.095890411,9.6,1.707498144,0.352767532,-1.858327147
17 May 23.50 (SDS1712Q23.5),0,0,7.95,12.05,0,0,Put,13.47,23.5,4/7/2017,05/12/2017,35,0.095890411,10,1.744617669,0.338095783,-1.982058896
17 May 24.00 (SDS1712Q24),0,0,9.9,11,0,0,Put,13.47,24,4/7/2017,05/12/2017,35,0.095890411,10.45,1.781737194,0.323424034,-2.105790646
17 May 14.00 (SDS1719Q14),0.76,0,0.53,0.93,0,1,Put,13.47,14,4/7/2017,05/19/2017,42,0.115068493,0.73,1.039346696,0.616859013,0.368844345
17 May 15.00 (SDS1719Q15),1.45,0,1.36,1.81,0,30,Put,13.47,15,4/7/2017,05/19/2017,42,0.115068493,1.585,1.113585746,0.587515515,0.121380846
17 May 16.00 (SDS1719Q16),0,0,2.13,2.92,0,0,Put,13.47,16,4/7/2017,05/19/2017,42,0.115068493,2.525,1.187824796,0.558172017,-0.126082653
17 May 17.00 (SDS1719Q17),0,0,3.2,3.8,0,0,Put,13.47,17,4/7/2017,05/19/2017,42,0.115068493,3.5,1.262063846,0.52882852,-0.373546152
17 May 18.00 (SDS1719Q18),0,0,4.15,4.85,0,0,Put,13.47,18,4/7/2017,05/19/2017,42,0.115068493,4.5,1.336302895,0.499485022,-0.621009651
17 May 19.00 (SDS1719Q19),0,0,5,6,0,0,Put,13.47,19,4/7/2017,05/19/2017,42,0.115068493,5.5,1.410541945,0.470141524,-0.86847315
17 May 20.00 (SDS1719Q20),0,0,6.05,6.9,0,0,Put,13.47,20,4/7/2017,05/19/2017,42,0.115068493,6.475,1.484780995,0.440798026,-1.115936649
17 May 21.00 (SDS1719Q21),0,0,7.05,7.9,0,0,Put,13.47,21,4/7/2017,05/19/2017,42,0.115068493,7.475,1.559020045,0.411454528,-1.363400148
17 May 22.00 (SDS1719Q22),0,0,7.35,10.5,0,0,Put,13.47,22,4/7/2017,05/19/2017,42,0.115068493,8.925,1.633259094,0.38211103,-1.610863648
17 May 23.00 (SDS1719Q23),0,0,7.9,11.45,0,0,Put,13.47,23,4/7/2017,05/19/2017,42,0.115068493,9.675,1.707498144,0.352767532,-1.858327147
17 May 24.00 (SDS1719Q24),0,0,8.45,12.55,0,0,Put,13.47,24,4/7/2017,05/19/2017,42,0.115068493,10.5,1.781737194,0.323424034,-2.105790646
17 May 25.00 (SDS1719Q25),0,0,9.5,13.5,0,0,Put,13.47,25,4/7/2017,05/19/2017,42,0.115068493,11.5,1.855976244,0.294080536,-2.353254145
17 May 26.00 (SDS1719Q26),0,0,12.4,13.3,0,0,Put,13.47,26,4/7/2017,05/19/2017,42,0.115068493,12.85,1.930215293,0.264737038,-2.600717644
17 May 14.00 (SDS1726Q14),0,0,0.53,0.98,0,0,Put,13.47,14,4/7/2017,05/26/2017,49,0.134246575,0.755,1.039346696,0.616859013,0.368844345
17 May 15.50 (SDS1726Q15.5),0,0,1.77,2.31,0,0,Put,13.47,15.5,4/7/2017,05/26/2017,49,0.134246575,2.04,1.150705271,0.572843766,-0.002350903
17 May 16.00 (SDS1726Q16),0,0,0.53,4.6,0,0,Put,13.47,16,4/7/2017,05/26/2017,49,0.134246575,2.565,1.187824796,0.558172017,-0.126082653
17 May 16.50 (SDS1726Q16.5),0,0,0.99,5,0,0,Put,13.47,16.5,4/7/2017,05/26/2017,49,0.134246575,2.995,1.224944321,0.543500268,-0.249814402
17 May 17.00 (SDS1726Q17),0,0,1.47,5.5,0,0,Put,13.47,17,4/7/2017,05/26/2017,49,0.134246575,3.485,1.262063846,0.52882852,-0.373546152
17 May 17.50 (SDS1726Q17.5),0,0,1.95,6.05,0,0,Put,13.47,17.5,4/7/2017,05/26/2017,49,0.134246575,4,1.29918337,0.514156771,-0.497277902
17 May 18.00 (SDS1726Q18),0,0,3.7,5.3,0,0,Put,13.47,18,4/7/2017,05/26/2017,49,0.134246575,4.5,1.336302895,0.499485022,-0.621009651
17 May 18.50 (SDS1726Q18.5),0,0,2.93,7,0,0,Put,13.47,18.5,4/7/2017,05/26/2017,49,0.134246575,4.965,1.37342242,0.484813273,-0.744741401
17 May 19.00 (SDS1726Q19),0,0,3.5,7.55,0,0,Put,13.47,19,4/7/2017,05/26/2017,49,0.134246575,5.525,1.410541945,0.470141524,-0.86847315
17 May 19.50 (SDS1726Q19.5),0,0,3.95,8.05,0,0,Put,13.47,19.5,4/7/2017,05/26/2017,49,0.134246575,6,1.44766147,0.455469775,-0.9922049
17 May 20.00 (SDS1726Q20),0,0,4.55,8.45,0,0,Put,13.47,20,4/7/2017,05/26/2017,49,0.134246575,6.5,1.484780995,0.440798026,-1.115936649
17 May 20.50 (SDS1726Q20.5),0,0,5,9,0,0,Put,13.47,20.5,4/7/2017,05/26/2017,49,0.134246575,7,1.52190052,0.426126277,-1.239668399
17 May 21.00 (SDS1726Q21),0,0,5.45,9.5,0,0,Put,13.47,21,4/7/2017,05/26/2017,49,0.134246575,7.475,1.559020045,0.411454528,-1.363400148
17 May 21.50 (SDS1726Q21.5),0,0,6,10,0,0,Put,13.47,21.5,4/7/2017,05/26/2017,49,0.134246575,8,1.596139569,0.396782779,-1.487131898
17 May 22.00 (SDS1726Q22),0,0,6.45,10.5,0,0,Put,13.47,22,4/7/2017,05/26/2017,49,0.134246575,8.475,1.633259094,0.38211103,-1.610863648
17 May 22.50 (SDS1726Q22.5),0,0,6.95,11.05,0,0,Put,13.47,22.5,4/7/2017,05/26/2017,49,0.134246575,9,1.670378619,0.367439281,-1.734595397
17 May 23.00 (SDS1726Q23),0,0,7.5,11.5,0,0,Put,13.47,23,4/7/2017,05/26/2017,49,0.134246575,9.5,1.707498144,0.352767532,-1.858327147
17 May 23.50 (SDS1726Q23.5),0,0,7.95,12.05,0,0,Put,13.47,23.5,4/7/2017,05/26/2017,49,0.134246575,10,1.744617669,0.338095783,-1.982058896
17 Jun 14.00 (SDS1716R14),0.87,-0.01,0.66,1.07,10,1550,Put,13.47,14,4/7/2017,06/16/2017,70,0.191780822,0.865,1.039346696,0.616859013,0.368844345
17 Jun 15.00 (SDS1716R15),2.28,0,1.43,1.93,0,900,Put,13.47,15,4/7/2017,06/16/2017,70,0.191780822,1.68,1.113585746,0.587515515,0.121380846
17 Jun 16.00 (SDS1716R16),2.4,0,2.2,2.98,0,284,Put,13.47,16,4/7/2017,06/16/2017,70,0.191780822,2.59,1.187824796,0.558172017,-0.126082653
17 Jun 17.00 (SDS1716R17),3.48,-0.01,3.2,3.9,20,488,Put,13.47,17,4/7/2017,06/16/2017,70,0.191780822,3.55,1.262063846,0.52882852,-0.373546152
17 Jun 18.00 (SDS1716R18),3.8,0,4.3,4.75,0,102,Put,13.47,18,4/7/2017,06/16/2017,70,0.191780822,4.525,1.336302895,0.499485022,-0.621009651
17 Jun 19.00 (SDS1716R19),4.7,0,5.15,5.85,0,73,Put,13.47,19,4/7/2017,06/16/2017,70,0.191780822,5.5,1.410541945,0.470141524,-0.86847315
17 Jun 20.00 (SDS1716R20),5.45,0,6,7,0,164,Put,13.47,20,4/7/2017,06/16/2017,70,0.191780822,6.5,1.484780995,0.440798026,-1.115936649
17 Jun 21.00 (SDS1716R21),7.43,0,7.1,7.85,0,104,Put,13.47,21,4/7/2017,06/16/2017,70,0.191780822,7.475,1.559020045,0.411454528,-1.363400148
17 Jun 22.00 (SDS1716R22),7.75,0,8.4,8.85,0,1,Put,13.47,22,4/7/2017,06/16/2017,70,0.191780822,8.625,1.633259094,0.38211103,-1.610863648
17 Jun 23.00 (SDS1716R23),8.65,0,9.35,10.55,0,69,Put,13.47,23,4/7/2017,06/16/2017,70,0.191780822,9.95,1.707498144,0.352767532,-1.858327147
17 Jun 24.00 (SDS1716R24),10.65,0,10.4,11.5,0,162,Put,13.47,24,4/7/2017,06/16/2017,70,0.191780822,10.95,1.781737194,0.323424034,-2.105790646
17 Jun 25.00 (SDS1716R25),9.85,0,11.35,13.2,0,28,Put,13.47,25,4/7/2017,06/16/2017,70,0.191780822,12.275,1.855976244,0.294080536,-2.353254145
17 Jun 26.00 (SDS1716R26),11.55,0,12.4,13.8,0,318,Put,13.47,26,4/7/2017,06/16/2017,70,0.191780822,13.1,1.930215293,0.264737038,-2.600717644
17 Jun 27.00 (SDS1716R27),11.7,0,13.4,14.8,0,180,Put,13.47,27,4/7/2017,06/16/2017,70,0.191780822,14.1,2.004454343,0.23539354,-2.848181143
17 Jun 28.00 (SDS1716R28),13.65,0,14.35,16.45,0,2,Put,13.47,28,4/7/2017,06/16/2017,70,0.191780822,15.4,2.078693393,0.206050042,-3.095644642
17 Jun 29.00 (SDS1716R29),14.45,0,15.4,16.75,0,125,Put,13.47,29,4/7/2017,06/16/2017,70,0.191780822,16.075,2.152932442,0.176706544,-3.343108142
17 Jun 30.00 (SDS1716R30),0,0,15.1,18.55,0,0,Put,13.47,30,4/7/2017,06/16/2017,70,0.191780822,16.825,2.227171492,0.147363047,-3.590571641
17 Jun 31.00 (SDS1716R31),0,0,15.45,19.5,0,0,Put,13.47,31,4/7/2017,06/16/2017,70,0.191780822,17.475,2.301410542,0.118019549,-3.83803514
17 Jun 32.00 (SDS1716R32),17.45,0,18.4,19.45,0,438,Put,13.47,32,4/7/2017,06/16/2017,70,0.191780822,18.925,2.375649592,0.088676051,-4.085498639
17 Jun 33.00 (SDS1716R33),17.6,0,17.6,21.5,0,227,Put,13.47,33,4/7/2017,06/16/2017,70,0.191780822,19.55,2.449888641,0.059332553,-4.332962138
17 Sep 14.00 (SDS1715U14),1.2,0,0.98,1.44,0,127,Put,13.47,14,4/7/2017,09/15/2017,161,0.44109589,1.21,1.039346696,0.616859013,0.368844345
17 Sep 15.00 (SDS1715U15),2.23,0,1.76,2.21,0,22,Put,13.47,15,4/7/2017,09/15/2017,161,0.44109589,1.985,1.113585746,0.587515515,0.121380846
17 Sep 16.00 (SDS1715U16),3.1,0,2.42,3.1,0,70,Put,13.47,16,4/7/2017,09/15/2017,161,0.44109589,2.76,1.187824796,0.558172017,-0.126082653
17 Sep 17.00 (SDS1715U17),4.08,0,3.45,4.05,0,50,Put,13.47,17,4/7/2017,09/15/2017,161,0.44109589,3.75,1.262063846,0.52882852,-0.373546152
17 Sep 18.00 (SDS1715U18),0,0,4.25,5.05,0,0,Put,13.47,18,4/7/2017,09/15/2017,161,0.44109589,4.65,1.336302895,0.499485022,-0.621009651
17 Sep 19.00 (SDS1715U19),0,0,5.1,6.1,0,0,Put,13.47,19,4/7/2017,09/15/2017,161,0.44109589,5.6,1.410541945,0.470141524,-0.86847315
17 Sep 20.00 (SDS1715U20),0,0,6.05,7.05,0,0,Put,13.47,20,4/7/2017,09/15/2017,161,0.44109589,6.55,1.484780995,0.440798026,-1.115936649
17 Sep 21.00 (SDS1715U21),0,0,7.05,8.05,0,0,Put,13.47,21,4/7/2017,09/15/2017,161,0.44109589,7.55,1.559020045,0.411454528,-1.363400148
17 Sep 22.00 (SDS1715U22),0,0,8.15,8.95,0,0,Put,13.47,22,4/7/2017,09/15/2017,161,0.44109589,8.55,1.633259094,0.38211103,-1.610863648
17 Sep 23.00 (SDS1715U23),0,0,9.15,10,0,0,Put,13.47,23,4/7/2017,09/15/2017,161,0.44109589,9.575,1.707498144,0.352767532,-1.858327147
17 Sep 24.00 (SDS1715U24),0,0,10.1,11.05,0,0,Put,13.47,24,4/7/2017,09/15/2017,161,0.44109589,10.575,1.781737194,0.323424034,-2.105790646
17 Sep 25.00 (SDS1715U25),0,0,10.9,12.15,0,0,Put,13.47,25,4/7/2017,09/15/2017,161,0.44109589,11.525,1.855976244,0.294080536,-2.353254145
17 Sep 26.00 (SDS1715U26),0,0,11.95,13.05,0,0,Put,13.47,26,4/7/2017,09/15/2017,161,0.44109589,12.5,1.930215293,0.264737038,-2.600717644
17 Sep 27.00 (SDS1715U27),0,0,11.55,15.45,0,0,Put,13.47,27,4/7/2017,09/15/2017,161,0.44109589,13.5,2.004454343,0.23539354,-2.848181143
17 Sep 28.00 (SDS1715U28),0,0,12.5,16.45,0,0,Put,13.47,28,4/7/2017,09/15/2017,161,0.44109589,14.475,2.078693393,0.206050042,-3.095644642
17 Sep 29.00 (SDS1715U29),15.75,0,14,17.35,0,3,Put,13.47,29,4/7/2017,09/15/2017,161,0.44109589,15.675,2.152932442,0.176706544,-3.343108142
18 Jan 14.00 (SDS1819M14),1.63,0.13,1.5,1.66,330,1504,Put,13.47,14,4/7/2017,01/19/2018,287,0.78630137,1.58,1.039346696,0.616859013,0.368844345
18 Jan 15.00 (SDS1819M15),2.67,0,2.01,2.51,0,191,Put,13.47,15,4/7/2017,01/19/2018,287,0.78630137,2.26,1.113585746,0.587515515,0.121380846
18 Jan 16.00 (SDS1819M16),3.1,0,2.77,3.25,0,4124,Put,13.47,16,4/7/2017,01/19/2018,287,0.78630137,3.01,1.187824796,0.558172017,-0.126082653
18 Jan 17.00 (SDS1819M17),4.15,0,3.65,4.1,0,900,Put,13.47,17,4/7/2017,01/19/2018,287,0.78630137,3.875,1.262063846,0.52882852,-0.373546152
18 Jan 18.00 (SDS1819M18),4.71,0,4.6,5,0,185,Put,13.47,18,4/7/2017,01/19/2018,287,0.78630137,4.8,1.336302895,0.499485022,-0.621009651
18 Jan 19.00 (SDS1819M19),5.15,0,5.35,6.25,0,714,Put,13.47,19,4/7/2017,01/19/2018,287,0.78630137,5.8,1.410541945,0.470141524,-0.86847315
18 Jan 20.00 (SDS1819M20),6.6,0,6.4,7.15,0,106,Put,13.47,20,4/7/2017,01/19/2018,287,0.78630137,6.775,1.484780995,0.440798026,-1.115936649
18 Jan 21.00 (SDS1819M21),7.59,0,7.35,8.1,0,328,Put,13.47,21,4/7/2017,01/19/2018,287,0.78630137,7.725,1.559020045,0.411454528,-1.363400148
18 Jan 22.00 (SDS1819M22),6.7,0,8.4,8.9,0,25,Put,13.47,22,4/7/2017,01/19/2018,287,0.78630137,8.65,1.633259094,0.38211103,-1.610863648
18 Jan 23.00 (SDS1819M23),8.77,0,9.4,9.85,0,296,Put,13.47,23,4/7/2017,01/19/2018,287,0.78630137,9.625,1.707498144,0.352767532,-1.858327147
18 Jan 24.00 (SDS1819M24),10.62,0,10.15,11.4,0,40,Put,13.47,24,4/7/2017,01/19/2018,287,0.78630137,10.775,1.781737194,0.323424034,-2.105790646
18 Jan 25.00 (SDS1819M25),9.5,0,11.35,11.8,0,517,Put,13.47,25,4/7/2017,01/19/2018,287,0.78630137,11.575,1.855976244,0.294080536,-2.353254145
18 Jan 26.00 (SDS1819M26),11.7,0,12.05,13.2,0,534,Put,13.47,26,4/7/2017,01/19/2018,287,0.78630137,12.625,1.930215293,0.264737038,-2.600717644
18 Jan 27.00 (SDS1819M27),11.5,0,13.4,13.75,0,156,Put,13.47,27,4/7/2017,01/19/2018,287,0.78630137,13.575,2.004454343,0.23539354,-2.848181143
18 Jan 28.00 (SDS1819M28),11.5,0,14.4,14.7,0,18,Put,13.47,28,4/7/2017,01/19/2018,287,0.78630137,14.55,2.078693393,0.206050042,-3.095644642
18 Jan 30.00 (SDS1819M30),13.31,0,16.35,16.7,0,142,Put,13.47,30,4/7/2017,01/19/2018,287,0.78630137,16.525,2.227171492,0.147363047,-3.590571641
18 Jan 35.00 (SDS1819M35),19.55,0,21.35,21.65,0,51,Put,13.47,35,4/7/2017,01/19/2018,287,0.78630137,21.5,2.598366741,0.000645557,-4.827889136
19 Jan 13.00 (SDS1918M13),1.72,0,1.22,2.57,0,10,Put,13.47,13,4/7/2017,01/18/2019,651,1.783561644,1.895,0.965107647,0.646202511,0.616307845
19 Jan 14.00 (SDS1918M14),2.65,0,2.04,2.84,0,86,Put,13.47,14,4/7/2017,01/18/2019,651,1.783561644,2.44,1.039346696,0.616859013,0.368844345
19 Jan 15.00 (SDS1918M15),3.1,0,2.33,3.55,0,32,Put,13.47,15,4/7/2017,01/18/2019,651,1.783561644,2.94,1.113585746,0.587515515,0.121380846
19 Jan 16.00 (SDS1918M16),3.95,0,2.96,4.35,0,119,Put,13.47,16,4/7/2017,01/18/2019,651,1.783561644,3.655,1.187824796,0.558172017,-0.126082653
19 Jan 17.00 (SDS1918M17),4.33,0,3.2,5.15,0,16,Put,13.47,17,4/7/2017,01/18/2019,651,1.783561644,4.175,1.262063846,0.52882852,-0.373546152
19 Jan 18.00 (SDS1918M18),5.46,0,4.55,6.05,0,11,Put,13.47,18,4/7/2017,01/18/2019,651,1.783561644,5.3,1.336302895,0.499485022,-0.621009651
19 Jan 19.00 (SDS1918M19),0,0,5.95,6.95,0,0,Put,13.47,19,4/7/2017,01/18/2019,651,1.783561644,6.45,1.410541945,0.470141524,-0.86847315
19 Jan 20.00 (SDS1918M20),7.6,0,6.8,7.8,0,203,Put,13.47,20,4/7/2017,01/18/2019,651,1.783561644,7.3,1.484780995,0.440798026,-1.115936649
19 Jan 21.00 (SDS1918M21),0,0,7.7,8.7,0,0,Put,13.47,21,4/7/2017,01/18/2019,651,1.783561644,8.2,1.559020045,0.411454528,-1.363400148
19 Jan 22.00 (SDS1918M22),8.39,0,8.1,9.6,0,1,Put,13.47,22,4/7/2017,01/18/2019,651,1.783561644,8.85,1.633259094,0.38211103,-1.610863648
19 Jan 23.00 (SDS1918M23),0,0,7.5,10.5,0,0,Put,13.47,23,4/7/2017,01/18/2019,651,1.783561644,9,1.707498144,0.352767532,-1.858327147
19 Jan 24.00 (SDS1918M24),11.05,0,10.15,11.75,0,10,Put,13.47,24,4/7/2017,01/18/2019,651,1.783561644,10.95,1.781737194,0.323424034,-2.105790646
19 Jan 25.00 (SDS1918M25),0,0,11.05,12.65,0,0,Put,13.47,25,4/7/2017,01/18/2019,651,1.783561644,11.85,1.855976244,0.294080536,-2.353254145
19 Jan 26.00 (SDS1918M26),0,0,12.4,13.4,0,0,Put,13.47,26,4/7/2017,01/18/2019,651,1.783561644,12.9,1.930215293,0.264737038,-2.600717644
