Calls,Last Sale,Net,Bid,Ask,Vol,Open Int,Type,Stock,Market,Strike,Date,Temp1,Maturity,Days,Diff,Moneyness
19 Jan 83.00 (SSO1918A83),13.25,0,11.6,14.85,0,2,Call,83.9,13.225,83,4/21/17,SSO1918A83,1/18/19,637,1.745205479,0.989272944
19 Jan 84.00 (SSO1918A84),13,0,11.15,12.5,0,2,Call,83.9,11.825,84,4/21/17,SSO1918A84,1/18/19,637,1.745205479,1.001191895
19 Jan 85.00 (SSO1918A85),11.92,0,10.5,13.7,0,4,Call,83.9,12.1,85,4/21/17,SSO1918A85,1/18/19,637,1.745205479,1.013110846
19 Jan 90.00 (SSO1918A90),12.35,0,7.15,11.05,0,2,Call,83.9,9.1,90,4/21/17,SSO1918A90,1/18/19,637,1.745205479,1.072705602
19 Jan 95.00 (SSO1918A95),9.69,0,6.3,8.75,0,4,Call,83.9,7.525,95,4/21/17,SSO1918A95,1/18/19,637,1.745205479,1.132300358
19 Jan 100.00 (SSO1918A100),6.48,0,3.95,6.85,0,8,Call,83.9,5.4,100,4/21/17,SSO1918A100,1/18/19,637,1.745205479,1.191895113
19 Jan 105.00 (SSO1918A105),5.82,0,2.74,5.3,0,8,Call,83.9,4.02,105,4/21/17,SSO1918A105,1/18/19,637,1.745205479,1.251489869
19 Jan 110.00 (SSO1918A110),3.75,0,1.53,3.95,0,6,Call,83.9,2.74,110,4/21/17,SSO1918A110,1/18/19,637,1.745205479,1.311084625
19 Jan 115.00 (SSO1918A115),3.42,0,0.77,2.76,0,25,Call,83.9,1.765,115,4/21/17,SSO1918A115,1/18/19,637,1.745205479,1.37067938
19 Jan 120.00 (SSO1918A120),2.2,0,0.31,1.92,0,16,Call,83.9,1.115,120,4/21/17,SSO1918A120,1/18/19,637,1.745205479,1.430274136
19 Jan 125.00 (SSO1918A125),0,0,0.15,1.41,0,0,Call,83.9,0.78,125,4/21/17,SSO1918A125,1/18/19,637,1.745205479,1.489868892
19 Jan 130.00 (SSO1918A130),1.03,0,0.19,1.12,0,2,Call,83.9,0.655,130,4/21/17,SSO1918A130,1/18/19,637,1.745205479,1.549463647
17 Apr 55.00 (SSO1721P55),0,0,0,0.18,0,0,Put,83.9,0.09,55,4/21/17,SSO1721P55,4/21/17,0,0,0.655542312
17 Apr 60.00 (SSO1721P60),0.09,0,0,3.4,0,77,Put,83.9,1.7,60,4/21/17,SSO1721P60,4/21/17,0,0,0.715137068
17 Apr 63.00 (SSO1721P63),0.25,0,0,2.52,0,1,Put,83.9,1.26,63,4/21/17,SSO1721P63,4/21/17,0,0,0.750893921
17 Apr 64.00 (SSO1721P64),0,0,0,3.75,0,0,Put,83.9,1.875,64,4/21/17,SSO1721P64,4/21/17,0,0,0.762812872
17 Apr 65.00 (SSO1721P65),0.1,0,0,0.15,0,188,Put,83.9,0.075,65,4/21/17,SSO1721P65,4/21/17,0,0,0.774731824
17 Apr 66.00 (SSO1721P66),0,0,0,2.52,0,0,Put,83.9,1.26,66,4/21/17,SSO1721P66,4/21/17,0,0,0.786650775
17 Apr 67.00 (SSO1721P67),0.22,0,0,1.94,0,1,Put,83.9,0.97,67,4/21/17,SSO1721P67,4/21/17,0,0,0.798569726
17 Apr 68.00 (SSO1721P68),0,0,0,2.88,0,0,Put,83.9,1.44,68,4/21/17,SSO1721P68,4/21/17,0,0,0.810488677
17 Apr 69.00 (SSO1721P69),0.35,0,0,1.93,0,6,Put,83.9,0.965,69,4/21/17,SSO1721P69,4/21/17,0,0,0.822407628
17 Apr 70.00 (SSO1721P70),0.09,0,0,0.18,0,1,Put,83.9,0.09,70,4/21/17,SSO1721P70,4/21/17,0,0,0.834326579
17 Apr 71.00 (SSO1721P71),0.14,0,0,0.5,0,1,Put,83.9,0.25,71,4/21/17,SSO1721P71,4/21/17,0,0,0.84624553
17 Apr 72.00 (SSO1721P72),0.03,0,0,1.24,0,30,Put,83.9,0.62,72,4/21/17,SSO1721P72,4/21/17,0,0,0.858164482
17 Apr 73.00 (SSO1721P73),0.32,0,0,2.51,0,0,Put,83.9,1.255,73,4/21/17,SSO1721P73,4/21/17,0,0,0.870083433
17 Apr 74.00 (SSO1721P74),0,0,0,2.5,0,0,Put,83.9,1.25,74,4/21/17,SSO1721P74,4/21/17,0,0,0.882002384
17 Apr 75.00 (SSO1721P75),0.22,0,0,0.19,0,1,Put,83.9,0.095,75,4/21/17,SSO1721P75,4/21/17,0,0,0.893921335
17 Apr 76.00 (SSO1721P76),0.08,0,0,0.18,0,149,Put,83.9,0.09,76,4/21/17,SSO1721P76,4/21/17,0,0,0.905840286
17 Apr 77.00 (SSO1721P77),0.2,0,0,0.15,0,122,Put,83.9,0.075,77,4/21/17,SSO1721P77,4/21/17,0,0,0.917759237
17 Apr 77.50 (SSO1721P77.5),0.69,0,0,0.19,0,66,Put,83.9,0.095,77.5,4/21/17,SSO1721P77.5,4/21/17,0,0,0.923718713
17 Apr 78.00 (SSO1721P78),0.1,0,0,0.17,0,28,Put,83.9,0.085,78,4/21/17,SSO1721P78,4/21/17,0,0,0.929678188
17 Apr 78.50 (SSO1721P78.5),0.13,0,0,0.14,0,195,Put,83.9,0.07,78.5,4/21/17,SSO1721P78.5,4/21/17,0,0,0.935637664
17 Apr 79.00 (SSO1721P79),0.02,-0.06,0,0.16,28,43,Put,83.9,0.08,79,4/21/17,SSO1721P79,4/21/17,0,0,0.941597139
17 Apr 79.50 (SSO1721P79.5),0.14,0,0,0.18,0,3,Put,83.9,0.09,79.5,4/21/17,SSO1721P79.5,4/21/17,0,0,0.947556615
17 Apr 80.00 (SSO1721P80),0.04,0,0,0.15,0,150,Put,83.9,0.075,80,4/21/17,SSO1721P80,4/21/17,0,0,0.953516091
17 Apr 80.50 (SSO1721P80.5),0.3,0,0,0.13,0,164,Put,83.9,0.065,80.5,4/21/17,SSO1721P80.5,4/21/17,0,0,0.959475566
17 Apr 81.00 (SSO1721P81),0.03,-0.15,0,0.15,3,231,Put,83.9,0.075,81,4/21/17,SSO1721P81,4/21/17,0,0,0.965435042
17 Apr 81.50 (SSO1721P81.5),0.04,0,0,0.16,0,228,Put,83.9,0.08,81.5,4/21/17,SSO1721P81.5,4/21/17,0,0,0.971394517
17 Apr 82.00 (SSO1721P82),0.05,0,0,0.04,0,212,Put,83.9,0.02,82,4/21/17,SSO1721P82,4/21/17,0,0,0.977353993
17 Apr 82.50 (SSO1721P82.5),0.1,0,0,0.01,0,41,Put,83.9,0.005,82.5,4/21/17,SSO1721P82.5,4/21/17,0,0,0.983313468
17 Apr 83.00 (SSO1721P83),0.01,-0.09,0,0.09,7,88,Put,83.9,0.045,83,4/21/17,SSO1721P83,4/21/17,0,0,0.989272944
17 Apr 83.50 (SSO1721P83.5),0.03,-0.07,0,0.05,114,88,Put,83.9,0.025,83.5,4/21/17,SSO1721P83.5,4/21/17,0,0,0.99523242
17 Apr 84.00 (SSO1721P84),0.1,-0.54,0.15,0.22,32,185,Put,83.9,0.185,84,4/21/17,SSO1721P84,4/21/17,0,0,1.001191895
17 Apr 84.50 (SSO1721P84.5),0.78,0.48,0.27,1.19,26,59,Put,83.9,0.73,84.5,4/21/17,SSO1721P84.5,4/21/17,0,0,1.007151371
17 Apr 85.00 (SSO1721P85),1.3,0.73,0.67,1.55,88,350,Put,83.9,1.11,85,4/21/17,SSO1721P85,4/21/17,0,0,1.013110846
17 Apr 85.50 (SSO1721P85.5),1.43,-0.27,1,2,7,7,Put,83.9,1.5,85.5,4/21/17,SSO1721P85.5,4/21/17,0,0,1.019070322
17 Apr 86.00 (SSO1721P86),2.15,0.28,1.52,2.67,2,17,Put,83.9,2.095,86,4/21/17,SSO1721P86,4/21/17,0,0,1.025029797
17 Apr 86.50 (SSO1721P86.5),2.55,0.15,1.8,3.9,2,10,Put,83.9,2.85,86.5,4/21/17,SSO1721P86.5,4/21/17,0,0,1.030989273
17 Apr 87.00 (SSO1721P87),1.97,0,1.98,5.2,0,8,Put,83.9,3.59,87,4/21/17,SSO1721P87,4/21/17,0,0,1.036948749
17 Apr 87.50 (SSO1721P87.5),0,0,1.03,5.4,0,0,Put,83.9,3.215,87.5,4/21/17,SSO1721P87.5,4/21/17,0,0,1.042908224
17 Apr 88.00 (SSO1721P88),5,0,2.02,5.4,0,7,Put,83.9,3.71,88,4/21/17,SSO1721P88,4/21/17,0,0,1.0488677
17 Apr 88.50 (SSO1721P88.5),0,0,2,6.15,0,0,Put,83.9,4.075,88.5,4/21/17,SSO1721P88.5,4/21/17,0,0,1.054827175
17 Apr 89.00 (SSO1721P89),0,0,2.5,6.7,0,0,Put,83.9,4.6,89,4/21/17,SSO1721P89,4/21/17,0,0,1.060786651
17 Apr 89.50 (SSO1721P89.5),0,0,3,7.45,0,0,Put,83.9,5.225,89.5,4/21/17,SSO1721P89.5,4/21/17,0,0,1.066746126
17 Apr 90.00 (SSO1721P90),5.25,0,5.35,6.7,0,599,Put,83.9,6.025,90,4/21/17,SSO1721P90,4/21/17,0,0,1.072705602
17 Apr 90.50 (SSO1721P90.5),0,0,4,8.35,0,0,Put,83.9,6.175,90.5,4/21/17,SSO1721P90.5,4/21/17,0,0,1.078665077
17 Apr 91.00 (SSO1721P91),6.15,0,4.5,8.9,0,5,Put,83.9,6.7,91,4/21/17,SSO1721P91,4/21/17,0,0,1.084624553
17 Apr 91.50 (SSO1721P91.5),0,0,5,9.8,0,0,Put,83.9,7.4,91.5,4/21/17,SSO1721P91.5,4/21/17,0,0,1.090584029
17 Apr 92.00 (SSO1721P92),0,0,5.5,9.8,0,0,Put,83.9,7.65,92,4/21/17,SSO1721P92,4/21/17,0,0,1.096543504
17 Apr 92.50 (SSO1721P92.5),0,0,6.05,10.7,0,0,Put,83.9,8.375,92.5,4/21/17,SSO1721P92.5,4/21/17,0,0,1.10250298
17 Apr 93.00 (SSO1721P93),0,0,6.5,10.8,0,0,Put,83.9,8.65,93,4/21/17,SSO1721P93,4/21/17,0,0,1.108462455
17 Apr 94.00 (SSO1721P94),9.3,0,7.7,12.4,0,20,Put,83.9,10.05,94,4/21/17,SSO1721P94,4/21/17,0,0,1.120381406
17 Apr 95.00 (SSO1721P95),0,0,8.5,13.15,0,0,Put,83.9,10.825,95,4/21/17,SSO1721P95,4/21/17,0,0,1.132300358
17 Apr 96.00 (SSO1721P96),10.4,0,9.5,13.8,0,11,Put,83.9,11.65,96,4/21/17,SSO1721P96,4/21/17,0,0,1.144219309
17 Apr 97.00 (SSO1721P97),0,0,10.5,15.25,0,0,Put,83.9,12.875,97,4/21/17,SSO1721P97,4/21/17,0,0,1.15613826
17 Apr 98.00 (SSO1721P98),0,0,11.5,16.3,0,0,Put,83.9,13.9,98,4/21/17,SSO1721P98,4/21/17,0,0,1.168057211
17 Apr 99.00 (SSO1721P99),0,0,12.5,17.2,0,0,Put,83.9,14.85,99,4/21/17,SSO1721P99,4/21/17,0,0,1.179976162
17 Apr 100.00 (SSO1721P100),0,0,13,17.7,0,0,Put,83.9,15.35,100,4/21/17,SSO1721P100,4/21/17,0,0,1.191895113
17 Apr 101.00 (SSO1721P101),0,0,14,18.75,0,0,Put,83.9,16.375,101,4/21/17,SSO1721P101,4/21/17,0,0,1.203814064
17 Apr 102.00 (SSO1721P102),0,0,15.5,20.2,0,0,Put,83.9,17.85,102,4/21/17,SSO1721P102,4/21/17,0,0,1.215733015
17 Apr 103.00 (SSO1721P103),18.6,0,16.7,21.4,0,20,Put,83.9,19.05,103,4/21/17,SSO1721P103,4/21/17,0,0,1.227651967
17 Apr 50.00 (SSO1728P50),0,0,0,1.92,0,0,Put,83.9,0.96,50,4/21/17,SSO1728P50,4/28/17,7,0.019178082,0.595947557
17 Apr 55.00 (SSO1728P55),0,0,0,1.94,0,0,Put,83.9,0.97,55,4/21/17,SSO1728P55,4/28/17,7,0.019178082,0.655542312
17 Apr 60.00 (SSO1728P60),0.15,0,0,4.25,0,11,Put,83.9,2.125,60,4/21/17,SSO1728P60,4/28/17,7,0.019178082,0.715137068
17 Apr 65.00 (SSO1728P65),0,0,0,0.78,0,0,Put,83.9,0.39,65,4/21/17,SSO1728P65,4/28/17,7,0.019178082,0.774731824
17 Apr 69.00 (SSO1728P69),0,0,0,2.01,0,0,Put,83.9,1.005,69,4/21/17,SSO1728P69,4/28/17,7,0.019178082,0.822407628
17 Apr 70.00 (SSO1728P70),0.26,0,0,4.7,0,1,Put,83.9,2.35,70,4/21/17,SSO1728P70,4/28/17,7,0.019178082,0.834326579
17 Apr 70.50 (SSO1728P70.5),0,0,0,0.46,0,0,Put,83.9,0.23,70.5,4/21/17,SSO1728P70.5,4/28/17,7,0.019178082,0.840286055
17 Apr 71.00 (SSO1728P71),0,0,0,2.03,0,0,Put,83.9,1.015,71,4/21/17,SSO1728P71,4/28/17,7,0.019178082,0.84624553
17 Apr 71.50 (SSO1728P71.5),0,0,0.02,0.3,0,0,Put,83.9,0.16,71.5,4/21/17,SSO1728P71.5,4/28/17,7,0.019178082,0.852205006
17 Apr 72.00 (SSO1728P72),0,0,0,0.32,0,0,Put,83.9,0.16,72,4/21/17,SSO1728P72,4/28/17,7,0.019178082,0.858164482
17 Apr 72.50 (SSO1728P72.5),0,0,0,0.32,0,0,Put,83.9,0.16,72.5,4/21/17,SSO1728P72.5,4/28/17,7,0.019178082,0.864123957
17 Apr 73.00 (SSO1728P73),0.44,0,0,0.33,0,11,Put,83.9,0.165,73,4/21/17,SSO1728P73,4/28/17,7,0.019178082,0.870083433
17 Apr 73.50 (SSO1728P73.5),0,0,0.03,0.47,0,0,Put,83.9,0.25,73.5,4/21/17,SSO1728P73.5,4/28/17,7,0.019178082,0.876042908
17 Apr 74.00 (SSO1728P74),0,0,0,0.35,0,0,Put,83.9,0.175,74,4/21/17,SSO1728P74,4/28/17,7,0.019178082,0.882002384
17 Apr 74.50 (SSO1728P74.5),0,0,0,0.35,0,0,Put,83.9,0.175,74.5,4/21/17,SSO1728P74.5,4/28/17,7,0.019178082,0.887961859
17 Apr 75.00 (SSO1728P75),0.26,0,0,0.37,0,36,Put,83.9,0.185,75,4/21/17,SSO1728P75,4/28/17,7,0.019178082,0.893921335
17 Apr 75.50 (SSO1728P75.5),0,0,0.02,0.48,0,0,Put,83.9,0.25,75.5,4/21/17,SSO1728P75.5,4/28/17,7,0.019178082,0.89988081
17 Apr 76.00 (SSO1728P76),0.36,0,0,0.37,0,7,Put,83.9,0.185,76,4/21/17,SSO1728P76,4/28/17,7,0.019178082,0.905840286
17 Apr 76.50 (SSO1728P76.5),0.25,-0.14,0,0.42,4,48,Put,83.9,0.21,76.5,4/21/17,SSO1728P76.5,4/28/17,7,0.019178082,0.911799762
17 Apr 77.00 (SSO1728P77),0.43,0,0.14,0.45,0,5,Put,83.9,0.295,77,4/21/17,SSO1728P77,4/28/17,7,0.019178082,0.917759237
17 Apr 77.50 (SSO1728P77.5),0.3,0.02,0.19,0.35,8,53,Put,83.9,0.27,77.5,4/21/17,SSO1728P77.5,4/28/17,7,0.019178082,0.923718713
17 Apr 78.00 (SSO1728P78),0.3,-0.03,0.07,0.49,28,0,Put,83.9,0.28,78,4/21/17,SSO1728P78,4/28/17,7,0.019178082,0.929678188
17 Apr 78.50 (SSO1728P78.5),0.59,0,0.09,0.88,0,30,Put,83.9,0.485,78.5,4/21/17,SSO1728P78.5,4/28/17,7,0.019178082,0.935637664
17 Apr 79.00 (SSO1728P79),0.39,-0.11,0.3,0.57,1,17,Put,83.9,0.435,79,4/21/17,SSO1728P79,4/28/17,7,0.019178082,0.941597139
17 Apr 79.50 (SSO1728P79.5),0,0,0.16,0.58,0,0,Put,83.9,0.37,79.5,4/21/17,SSO1728P79.5,4/28/17,7,0.019178082,0.947556615
17 Apr 80.00 (SSO1728P80),0.6,0.03,0.36,0.78,200,427,Put,83.9,0.57,80,4/21/17,SSO1728P80,4/28/17,7,0.019178082,0.953516091
17 Apr 80.50 (SSO1728P80.5),0.82,0,0.48,1.01,0,85,Put,83.9,0.745,80.5,4/21/17,SSO1728P80.5,4/28/17,7,0.019178082,0.959475566
17 Apr 81.00 (SSO1728P81),0.7,0.25,0.51,0.67,278,508,Put,83.9,0.59,81,4/21/17,SSO1728P81,4/28/17,7,0.019178082,0.965435042
17 Apr 81.50 (SSO1728P81.5),0.75,0,0.35,1.07,0,183,Put,83.9,0.71,81.5,4/21/17,SSO1728P81.5,4/28/17,7,0.019178082,0.971394517
17 Apr 82.00 (SSO1728P82),0.9,-0.25,0.44,0.99,179,7,Put,83.9,0.715,82,4/21/17,SSO1728P82,4/28/17,7,0.019178082,0.977353993
17 Apr 82.50 (SSO1728P82.5),1,0,0.57,1.26,0,34,Put,83.9,0.915,82.5,4/21/17,SSO1728P82.5,4/28/17,7,0.019178082,0.983313468
17 Apr 83.00 (SSO1728P83),1.03,0.23,0.9,2.12,160,52,Put,83.9,1.51,83,4/21/17,SSO1728P83,4/28/17,7,0.019178082,0.989272944
17 Apr 83.50 (SSO1728P83.5),1.3,0.4,1.02,1.57,1,36,Put,83.9,1.295,83.5,4/21/17,SSO1728P83.5,4/28/17,7,0.019178082,0.99523242
17 Apr 84.00 (SSO1728P84),1.32,0.17,0.89,1.62,11,32,Put,83.9,1.255,84,4/21/17,SSO1728P84,4/28/17,7,0.019178082,1.001191895
17 Apr 84.50 (SSO1728P84.5),1.42,0,1.47,2.14,0,6,Put,83.9,1.805,84.5,4/21/17,SSO1728P84.5,4/28/17,7,0.019178082,1.007151371
17 Apr 85.00 (SSO1728P85),1.55,0,1.67,2.44,0,18,Put,83.9,2.055,85,4/21/17,SSO1728P85,4/28/17,7,0.019178082,1.013110846
17 Apr 85.50 (SSO1728P85.5),2.51,0,1.85,2.54,0,12,Put,83.9,2.195,85.5,4/21/17,SSO1728P85.5,4/28/17,7,0.019178082,1.019070322
17 Apr 86.00 (SSO1728P86),2.37,0,1.66,2.85,0,4,Put,83.9,2.255,86,4/21/17,SSO1728P86,4/28/17,7,0.019178082,1.025029797
17 Apr 86.50 (SSO1728P86.5),0,0,0.75,3.45,0,0,Put,83.9,2.1,86.5,4/21/17,SSO1728P86.5,4/28/17,7,0.019178082,1.030989273
17 Apr 87.00 (SSO1728P87),0,0,2.15,4.85,0,0,Put,83.9,3.5,87,4/21/17,SSO1728P87,4/28/17,7,0.019178082,1.036948749
17 Apr 87.50 (SSO1728P87.5),3.7,0,2.17,4.4,0,2,Put,83.9,3.285,87.5,4/21/17,SSO1728P87.5,4/28/17,7,0.019178082,1.042908224
17 Apr 88.00 (SSO1728P88),0,0,3.55,5.45,0,0,Put,83.9,4.5,88,4/21/17,SSO1728P88,4/28/17,7,0.019178082,1.0488677
17 Apr 88.50 (SSO1728P88.5),4.25,0,4,5.65,0,2,Put,83.9,4.825,88.5,4/21/17,SSO1728P88.5,4/28/17,7,0.019178082,1.054827175
17 Apr 89.00 (SSO1728P89),0,0,3.6,6.35,0,0,Put,83.9,4.975,89,4/21/17,SSO1728P89,4/28/17,7,0.019178082,1.060786651
17 Apr 89.50 (SSO1728P89.5),0,0,3.35,7.9,0,0,Put,83.9,5.625,89.5,4/21/17,SSO1728P89.5,4/28/17,7,0.019178082,1.066746126
17 Apr 90.00 (SSO1728P90),0,0,4.9,8.15,0,0,Put,83.9,6.525,90,4/21/17,SSO1728P90,4/28/17,7,0.019178082,1.072705602
17 Apr 90.50 (SSO1728P90.5),0,0,4,8.05,0,0,Put,83.9,6.025,90.5,4/21/17,SSO1728P90.5,4/28/17,7,0.019178082,1.078665077
17 Apr 91.00 (SSO1728P91),0,0,5.05,9.5,0,0,Put,83.9,7.275,91,4/21/17,SSO1728P91,4/28/17,7,0.019178082,1.084624553
17 Apr 91.50 (SSO1728P91.5),0,0,5,9.75,0,0,Put,83.9,7.375,91.5,4/21/17,SSO1728P91.5,4/28/17,7,0.019178082,1.090584029
17 Apr 92.00 (SSO1728P92),0,0,6.35,10.5,0,0,Put,83.9,8.425,92,4/21/17,SSO1728P92,4/28/17,7,0.019178082,1.096543504
17 Apr 92.50 (SSO1728P92.5),0,0,6,10.75,0,0,Put,83.9,8.375,92.5,4/21/17,SSO1728P92.5,4/28/17,7,0.019178082,1.10250298
17 Apr 93.00 (SSO1728P93),0,0,6.65,11.35,0,0,Put,83.9,9,93,4/21/17,SSO1728P93,4/28/17,7,0.019178082,1.108462455
17 Apr 94.00 (SSO1728P94),0,0,7.75,12.35,0,0,Put,83.9,10.05,94,4/21/17,SSO1728P94,4/28/17,7,0.019178082,1.120381406
17 Apr 95.00 (SSO1728P95),0,0,9,13.5,0,0,Put,83.9,11.25,95,4/21/17,SSO1728P95,4/28/17,7,0.019178082,1.132300358
17 Apr 96.00 (SSO1728P96),0,0,10.3,14.75,0,0,Put,83.9,12.525,96,4/21/17,SSO1728P96,4/28/17,7,0.019178082,1.144219309
17 May 55.00 (SSO1705Q55),0,0,0,4.65,0,0,Put,83.9,2.325,55,4/21/17,SSO1705Q55,5/5/17,14,0.038356164,0.655542312
17 May 60.00 (SSO1705Q60),0,0,0,0.25,0,0,Put,83.9,0.125,60,4/21/17,SSO1705Q60,5/5/17,14,0.038356164,0.715137068
17 May 65.00 (SSO1705Q65),0,0,0.03,0.27,0,0,Put,83.9,0.15,65,4/21/17,SSO1705Q65,5/5/17,14,0.038356164,0.774731824
17 May 70.00 (SSO1705Q70),0.21,0,0.07,0.34,0,1,Put,83.9,0.205,70,4/21/17,SSO1705Q70,5/5/17,14,0.038356164,0.834326579
17 May 71.50 (SSO1705Q71.5),0,0,0.1,0.38,0,0,Put,83.9,0.24,71.5,4/21/17,SSO1705Q71.5,5/5/17,14,0.038356164,0.852205006
17 May 72.00 (SSO1705Q72),0.3,0,0.1,0.4,0,5,Put,83.9,0.25,72,4/21/17,SSO1705Q72,5/5/17,14,0.038356164,0.858164482
17 May 72.50 (SSO1705Q72.5),0.27,0,0.02,0.46,0,1,Put,83.9,0.24,72.5,4/21/17,SSO1705Q72.5,5/5/17,14,0.038356164,0.864123957
17 May 73.00 (SSO1705Q73),0.29,0,0.14,0.4,0,5,Put,83.9,0.27,73,4/21/17,SSO1705Q73,5/5/17,14,0.038356164,0.870083433
17 May 73.50 (SSO1705Q73.5),0,0,0.15,0.39,0,0,Put,83.9,0.27,73.5,4/21/17,SSO1705Q73.5,5/5/17,14,0.038356164,0.876042908
17 May 74.00 (SSO1705Q74),0,0,0.07,0.46,0,0,Put,83.9,0.265,74,4/21/17,SSO1705Q74,5/5/17,14,0.038356164,0.882002384
17 May 74.50 (SSO1705Q74.5),0,0,0.18,0.46,0,0,Put,83.9,0.32,74.5,4/21/17,SSO1705Q74.5,5/5/17,14,0.038356164,0.887961859
17 May 75.00 (SSO1705Q75),0,0,0.18,0.46,0,0,Put,83.9,0.32,75,4/21/17,SSO1705Q75,5/5/17,14,0.038356164,0.893921335
17 May 75.50 (SSO1705Q75.5),0,0,0.22,0.45,0,0,Put,83.9,0.335,75.5,4/21/17,SSO1705Q75.5,5/5/17,14,0.038356164,0.89988081
17 May 76.00 (SSO1705Q76),0,0,0.24,0.49,0,0,Put,83.9,0.365,76,4/21/17,SSO1705Q76,5/5/17,14,0.038356164,0.905840286
17 May 76.50 (SSO1705Q76.5),0,0,0.26,0.48,0,0,Put,83.9,0.37,76.5,4/21/17,SSO1705Q76.5,5/5/17,14,0.038356164,0.911799762
17 May 77.00 (SSO1705Q77),0,0,0.29,0.5,0,0,Put,83.9,0.395,77,4/21/17,SSO1705Q77,5/5/17,14,0.038356164,0.917759237
17 May 77.50 (SSO1705Q77.5),0,0,0.33,0.64,0,0,Put,83.9,0.485,77.5,4/21/17,SSO1705Q77.5,5/5/17,14,0.038356164,0.923718713
17 May 78.00 (SSO1705Q78),0.64,0,0.34,0.69,0,5,Put,83.9,0.515,78,4/21/17,SSO1705Q78,5/5/17,14,0.038356164,0.929678188
17 May 78.50 (SSO1705Q78.5),0.7,0,0.37,0.63,0,13,Put,83.9,0.5,78.5,4/21/17,SSO1705Q78.5,5/5/17,14,0.038356164,0.935637664
17 May 79.00 (SSO1705Q79),0,0,0.44,0.77,0,0,Put,83.9,0.605,79,4/21/17,SSO1705Q79,5/5/17,14,0.038356164,0.941597139
17 May 79.50 (SSO1705Q79.5),0,0,0.23,0.77,0,0,Put,83.9,0.5,79.5,4/21/17,SSO1705Q79.5,5/5/17,14,0.038356164,0.947556615
17 May 80.00 (SSO1705Q80),0.91,0,0.46,0.85,0,336,Put,83.9,0.655,80,4/21/17,SSO1705Q80,5/5/17,14,0.038356164,0.953516091
17 May 80.50 (SSO1705Q80.5),1.05,0,0.59,0.98,0,26,Put,83.9,0.785,80.5,4/21/17,SSO1705Q80.5,5/5/17,14,0.038356164,0.959475566
17 May 81.00 (SSO1705Q81),1.14,0,0.66,1.32,0,97,Put,83.9,0.99,81,4/21/17,SSO1705Q81,5/5/17,14,0.038356164,0.965435042
17 May 81.50 (SSO1705Q81.5),0,0,0.49,1.18,0,0,Put,83.9,0.835,81.5,4/21/17,SSO1705Q81.5,5/5/17,14,0.038356164,0.971394517
17 May 82.00 (SSO1705Q82),1.3,0,0.88,1.27,0,12,Put,83.9,1.075,82,4/21/17,SSO1705Q82,5/5/17,14,0.038356164,0.977353993
17 May 82.50 (SSO1705Q82.5),0,0,0.99,1.36,0,0,Put,83.9,1.175,82.5,4/21/17,SSO1705Q82.5,5/5/17,14,0.038356164,0.983313468
17 May 83.00 (SSO1705Q83),1.15,0,1.1,1.64,1,0,Put,83.9,1.37,83,4/21/17,SSO1705Q83,5/5/17,14,0.038356164,0.989272944
17 May 83.50 (SSO1705Q83.5),1.54,0,1.28,1.74,0,1,Put,83.9,1.51,83.5,4/21/17,SSO1705Q83.5,5/5/17,14,0.038356164,0.99523242
17 May 84.00 (SSO1705Q84),0,0,1.13,2.08,0,0,Put,83.9,1.605,84,4/21/17,SSO1705Q84,5/5/17,14,0.038356164,1.001191895
17 May 84.50 (SSO1705Q84.5),1.71,0,1.35,2.15,1,0,Put,83.9,1.75,84.5,4/21/17,SSO1705Q84.5,5/5/17,14,0.038356164,1.007151371
17 May 85.00 (SSO1705Q85),0,0,1.56,3.2,0,0,Put,83.9,2.38,85,4/21/17,SSO1705Q85,5/5/17,14,0.038356164,1.013110846
17 May 85.50 (SSO1705Q85.5),0,0,1.81,2.81,0,0,Put,83.9,2.31,85.5,4/21/17,SSO1705Q85.5,5/5/17,14,0.038356164,1.019070322
17 May 86.00 (SSO1705Q86),0,0,1.79,3,0,0,Put,83.9,2.395,86,4/21/17,SSO1705Q86,5/5/17,14,0.038356164,1.025029797
17 May 86.50 (SSO1705Q86.5),2.95,0,2.74,3.2,2,0,Put,83.9,2.97,86.5,4/21/17,SSO1705Q86.5,5/5/17,14,0.038356164,1.030989273
17 May 87.00 (SSO1705Q87),0,0,2.63,4.45,0,0,Put,83.9,3.54,87,4/21/17,SSO1705Q87,5/5/17,14,0.038356164,1.036948749
17 May 87.50 (SSO1705Q87.5),0,0,2.95,4.2,0,0,Put,83.9,3.575,87.5,4/21/17,SSO1705Q87.5,5/5/17,14,0.038356164,1.042908224
17 May 88.00 (SSO1705Q88),0,0,2.42,6.3,0,0,Put,83.9,4.36,88,4/21/17,SSO1705Q88,5/5/17,14,0.038356164,1.0488677
17 May 88.50 (SSO1705Q88.5),0,0,2.41,6.5,0,0,Put,83.9,4.455,88.5,4/21/17,SSO1705Q88.5,5/5/17,14,0.038356164,1.054827175
17 May 89.00 (SSO1705Q89),0,0,4.1,6.9,0,0,Put,83.9,5.5,89,4/21/17,SSO1705Q89,5/5/17,14,0.038356164,1.060786651
17 May 89.50 (SSO1705Q89.5),0,0,3,7.55,0,0,Put,83.9,5.275,89.5,4/21/17,SSO1705Q89.5,5/5/17,14,0.038356164,1.066746126
